timestamp,survey_id,agent_id,city_id,collection_channel,gender,birth_date,arrival_date,district_id,engagement_feeling,media_source,social_media,messaging_app,agent_category,agent_type,influencers,relationship_cat1,relationship_cat2,relationship_cat3,relationship_cat4,meeting_place,opinion_share,opinion_change,engagement_wish,engagement_type,engagement_freq,engagement_score
2020/02/16 6:05:02 PM UTC+3,31,31,Tel Aviv,Survey,Man,1983-03-11,2017-12-30,Kiryat Shalom,7,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;j. City Council",a. Facebook;c. Youtube;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise","h. eCommerce, Startup, Small and Medium Enterprise",Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;d. Business clusters and entrepreneurial ecosystems,5,3,a. Yes,a. Online Survey Studies;b. Participative Workshops;e. Community Project Management,d. One hour a month,
2020/02/16 7:53:42 PM UTC+3,32,32,Tel Aviv,Survey,Man,1951-11-19,2019-08-01,,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters",a. Facebook;f. Instagram,b. Whatsapp,3. Private Sector,l. Individual Citizen,l. Individual Citizen,Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,Pro (good relationship and mutual influence),c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),5,4,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",c. One hour a week,
2020/02/18 10:50:18 AM UTC+3,33,33,Tel Aviv,Survey,Man,1987-11-02,2017-12-17,הצפון הישן HaTzafon HaYashan,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters",e. LinkedIn,b. Whatsapp,"4. Civil Society, Social and Third Sector","h. eCommerce, Startup, Small and Medium Enterprise","b. Government (Local);c. Public Services;e. Academic Research & University;g. Corporate Company (IT or Construction Industry);j. Grassroot Movement, Local Association and Non-Profit;l. Individual Citizen",Neutral,Neutral,Neutral,Neutral,"c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);f. City Council or other Governmental Deliberative Assemblies",2,3,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/02/18 9:38:12 AM UTC+3,34,34,Tel Aviv,Survey,Man,1989-12-23,2016-06-12,Neve Tzedek,3,d. Informational websites and Internet;e. Emails and Newsletters,e. LinkedIn;h. Snapchat,b. Whatsapp,3. Private Sector,"j. Grassroot Movement, Local Association and Non-Profit",l. Individual Citizen,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),c. Innovation and startup support structure;g. Online (web forums and applications),5,3,a. Yes,"c. One-to-one Interviews by phone, webcall or meeting",d. One hour a month,
2020/02/19 3:15:18 PM UTC+3,35,35,Tel Aviv,Survey,Man,1967-05-07,2005-03-01,מונטיפיורי Montefiore,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);h. Radio;i. Television",a. Facebook;b. Twitter;c. Youtube;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,g. Corporate Company (IT or Construction Industry),g. Corporate Company (IT or Construction Industry),Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),"b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",4,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",a. More than one hour a day,
2020/02/23 2:23:57 PM UTC+3,36,36,Tel Aviv,Survey,Man,1988-02-09,2000-07-19,רמת אביב ג' Ramat Aviv Gimmel,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;c. Youtube;f. Instagram;h. Snapchat,b. Whatsapp;e. Telegram,"2. University Academics, Research & Innovation","h. eCommerce, Startup, Small and Medium Enterprise","a. Government (National);b. Government (Local);g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Pro (good relationship and mutual influence),Neutral,Neutral,a. Neighborhood associations and district events;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,1,3,a. Yes,a. Online Survey Studies,d. One hour a month,
2020/02/24 7:42:00 AM UTC+3,37,37,Tel Aviv,Survey,Man,1988-12-26,2016-02-03,Gani tikva,1,d. Informational websites and Internet,a. Facebook;e. LinkedIn,b. Whatsapp,3. Private Sector,l. Individual Citizen,f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry);k. International NGOs and Third Sector;l. Individual Citizen,Contrary (bad relationship and oppositions in decision-making),Neutral,Pro (good relationship and mutual influence),Neutral,g. Online (web forums and applications),3,2,a. Yes,a. Online Survey Studies;b. Participative Workshops,c. One hour a week,
2020/02/28 9:56:36 AM UTC+3,38,38,Tel Aviv,Survey,Man,1980-10-16,1980-10-16,יפו ג .Yafo C,7,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);j. City Council",a. Facebook;b. Twitter,a. Line;b. Whatsapp,"4. Civil Society, Social and Third Sector",l. Individual Citizen,a. Government (National);c. Public Services;g. Corporate Company (IT or Construction Industry);l. Individual Citizen,Neutral,Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),"a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);f. City Council or other Governmental Deliberative Assemblies",1,3,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application;e. Community Project Management,d. One hour a month,
2020/03/01 5:05:52 PM UTC+3,39,39,Tel Aviv,Survey,Man,2015-10-29,2016-04-07,פלורנטין Florentin,5,d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism),a. Facebook,b. Whatsapp,1. Governmental & Public Sector,a. Government (National),a. Government (National);f. Private Research & Innovation,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),5,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",a. More than one hour a day,
2020/03/01 6:45:11 PM UTC+3,40,40,Tel Aviv,Survey,Man,1959-05-28,2013-04-15,לב העיר Lev HaIr,1,"b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;e. Emails and Newsletters;g. Newspaper Industry (Professional Journalism)",a. Facebook;c. Youtube;e. LinkedIn,b. Whatsapp,3. Private Sector,d. Financial and Founding Partner,a. Government (National);b. Government (Local);f. Private Research & Innovation,Neutral,Pro (good relationship and mutual influence),Neutral,Neutral,a. Neighborhood associations and district events;c. Innovation and startup support structure;g. Online (web forums and applications),4,4,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/03/01 9:32:21 PM UTC+3,41,41,Tel Aviv,Survey,Man,1991-10-12,2018-01-01,Rothschild Boulevard,6,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... )",a. Facebook;b. Twitter;c. Youtube,b. Whatsapp,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise","a. Government (National);c. Public Services;h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),b. Global promotional events and forums;d. Business clusters and entrepreneurial ecosystems,5,3,a. Yes,b. Participative Workshops,b. One hour a day,
2020/03/02 1:56:52 AM UTC+3,42,42,Tel Aviv,Survey,Man,1956-12-11,2010-05-01,לב העיר Lev HaIr,3,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;f. Instagram,b. Whatsapp,"2. University Academics, Research & Innovation","i. Independent Designer, Architect or Developer",l. Individual Citizen,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;b. Global promotional events and forums;g. Online (web forums and applications),3,3,a. Yes,e. Community Project Management,c. One hour a week,
2020/03/02 12:36:47 PM UTC+3,43,43,Tel Aviv,Survey,Man,1989-03-25,2019-07-17,לב העיר Lev HaIr,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;b. Twitter;c. Youtube;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,"i. Independent Designer, Architect or Developer","h. eCommerce, Startup, Small and Medium Enterprise",Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),4,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",a. More than one hour a day,
2020/03/04 1:02:09 PM UTC+3,44,44,Tel Aviv,Survey,Man,1983-10-26,2011-10-01,לב העיר Lev HaIr,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise",b. Government (Local),Neutral,Neutral,Neutral,Neutral,a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),4,5,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting",d. One hour a month,
2020/03/04 10:02:33 PM UTC+3,45,45,Tel Aviv,Survey,Man,1962-09-12,1983-06-01,Tzahala,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters",e. LinkedIn;f. Instagram,b. Whatsapp;e. Telegram,3. Private Sector,d. Financial and Founding Partner,d. Financial and Founding Partner;f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry),Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),5,4,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",e. One hour a year,
2020/03/04 9:21:44 AM UTC+3,46,46,Tel Aviv,Survey,Man,1944-09-26,2009-02-10,Kikar Rabin,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;g. Newspaper Industry (Professional Journalism)",a. Facebook,b. Whatsapp,3. Private Sector,l. Individual Citizen,l. Individual Citizen,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),"c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas)",3,4,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting",b. One hour a day,
2020/03/05 11:25:03 AM UTC+3,47,47,Tel Aviv,Survey,Man,1963-10-21,2000-08-16,לב העיר Lev HaIr,4,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;j. City Council",a. Facebook;c. Youtube;e. LinkedIn;f. Instagram,b. Whatsapp;e. Telegram,3. Private Sector,c. Public Services,e. Academic Research & University;f. Private Research & Innovation;l. Individual Citizen,Contrary (bad relationship and oppositions in decision-making),Neutral,Pro (good relationship and mutual influence),Neutral,"e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",4,2,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,c. One hour a week,
2020/03/16 4:53:03 PM UTC+3,48,48,Tel Aviv,Survey,Man,1950-06-10,2015-01-01,רמת אביב א' Ramat Aviv Aleph,7,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );e. Emails and Newsletters;g. Newspaper Industry (Professional Journalism);h. Radio;i. Television",a. Facebook;e. LinkedIn,b. Whatsapp,3. Private Sector,b. Government (Local),"b. Government (Local);e. Academic Research & University;h. eCommerce, Startup, Small and Medium Enterprise;k. International NGOs and Third Sector",Neutral,Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),"b. Global promotional events and forums;c. Innovation and startup support structure;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas)",3,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;e. Community Project Management",c. One hour a week,
2020/03/17 11:08:41 AM UTC+3,49,49,Tel Aviv,Survey,Man,2015-11-17,2018-12-20,Nofei Yam,1,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters;g. Newspaper Industry (Professional Journalism)",e. LinkedIn;WhatsApp,b. Whatsapp,1. Governmental & Public Sector,g. Corporate Company (IT or Construction Industry),b. Government (Local);g. Corporate Company (IT or Construction Industry),Pro (good relationship and mutual influence),Neutral,Neutral,Pro (good relationship and mutual influence),"c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas)",3,4,a. Yes,"b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;e. Community Project Management",c. One hour a week,
2020/03/17 5:30:55 PM UTC+3,50,50,Tel Aviv,Survey,Man,1971-01-01,2009-01-01,לב העיר Lev HaIr,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;e. Emails and Newsletters",c. Youtube;e. LinkedIn,b. Whatsapp,3. Private Sector,d. Financial and Founding Partner,"g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise",Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),Contrary (bad relationship and oppositions in decision-making),c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,4,3,a. Yes,d. Mobile Voting Application,f. Less than one hour a year,
2020/03/19 9:59:23 PM UTC+3,51,51,Tel Aviv,Survey,Man,1992-11-28,2108-07-15,הצפון הישן HaTzafon HaYashan,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;i. Television",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,5. Media,l. Individual Citizen,b. Government (Local);l. Individual Citizen,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,5,3,a. Yes,a. Online Survey Studies;e. Community Project Management,d. One hour a month,
2020/03/21 12:20:19 PM UTC+3,52,52,Tel Aviv,Survey,Man,1976-12-24,2019-02-01,Ramat Aviv HaHadasha,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;e. Emails and Newsletters",a. Facebook,b. Whatsapp,1. Governmental & Public Sector,f. Private Research & Innovation,a. Government (National);f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry),Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),Neutral,a. Neighborhood associations and district events;g. Online (web forums and applications),1,3,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,e. One hour a year,
2020/03/25 3:33:05 PM UTC+3,53,53,Tel Aviv,Survey,Man,1994-05-11,2012-09-04,הצפון הישן HaTzafon HaYashan,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;i. Television",a. Facebook;b. Twitter;c. Youtube;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,a. Government (National),a. Government (National);b. Government (Local),Neutral,Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,a. Neighborhood associations and district events;b. Global promotional events and forums;g. Online (web forums and applications),2,3,a. Yes,a. Online Survey Studies;d. Mobile Voting Application;e. Community Project Management,b. One hour a day,
2020/03/25 8:57:38 PM UTC+3,54,54,Tel Aviv,Survey,Man,1994-01-11,2015-01-01,מונטיפיורי Montefiore,1,g. Newspaper Industry (Professional Journalism),a. Facebook,b. Whatsapp,3. Private Sector,d. Financial and Founding Partner,d. Financial and Founding Partner,Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,2,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting",d. One hour a month,
2020/04/01 1:05:23 PM UTC+3,55,55,Tel Aviv,Survey,Man,1993-04-01,2019-08-22,הצפון הישן HaTzafon HaYashan,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... )",a. Facebook;e. LinkedIn,b. Whatsapp,3. Private Sector,d. Financial and Founding Partner,b. Government (Local);c. Public Services;f. Private Research & Innovation,Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,c. Innovation and startup support structure;g. Online (web forums and applications),3,3,a. Yes,"c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",c. One hour a week,
2020/04/05 12:48:10 AM UTC+3,56,56,Tel Aviv,Survey,Man,1996-01-08,2000-01-02,Kokhav HaTzafon,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );e. Emails and Newsletters",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,5. Media,"h. eCommerce, Startup, Small and Medium Enterprise",d. Financial and Founding Partner,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),2,2,b. No,a. Online Survey Studies;d. Mobile Voting Application,e. One hour a year,
2020/06/01 2:47:29 PM UTC+3,57,57,Tallinn,Survey,Man,1971-12-04,1971-12-04,Kesklinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;i. Television",a. Facebook;e. LinkedIn,b. Whatsapp;d. Slack,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise",a. Government (National);b. Government (Local);c. Public Services;f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry),Neutral,Neutral,Neutral,Neutral,d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),3,3,b. No,a. Online Survey Studies;d. Mobile Voting Application,f. Less than one hour a year,
